thomas_1_15_1,sk_automotive_20240115_170238.skv,117.3913043478261,60.20066889632107
thomas_1_15_1,sk_automotive_20240115_170259.skv,87.29096989966555,42.14046822742475
thomas_1_15_1,sk_automotive_20240115_170319.skv,117.3913043478261,72.24080267558529
thomas_1_15_2,sk_automotive_20240115_170504.skv,66.22073578595317,45.15050167224081
thomas_1_15_2,sk_automotive_20240115_170524.skv,48.16053511705686,54.180602006688964
thomas_1_15_2,sk_automotive_20240115_170544.skv,45.15050167224081,42.14046822742475
thomas_1_15_3,sk_automotive_20240115_170654.skv,42.14046822742475,42.14046822742475
thomas_1_15_3,sk_automotive_20240115_170715.skv,60.20066889632107,144.48160535117057
thomas_1_15_3,sk_automotive_20240115_170735.skv,45.15050167224081,51.17056856187291
thomas_1_15_4,sk_automotive_20240115_170911.skv,87.29096989966555,87.29096989966555
thomas_1_15_4,sk_automotive_20240115_170932.skv,69.23076923076924,69.23076923076924
thomas_1_15_4,sk_automotive_20240115_170952.skv,75.25083612040135,75.25083612040135
thomas_1_15_5,sk_automotive_20240115_171054.skv,69.23076923076924,69.23076923076924
